SystemCodeNumber,Capacity,Occupancy,LastUpdated
BHMBRCBRG02,1194,630,2016-12-09 10:56:33
BHMBRCBRG02,1194,746,2016-12-09 11:29:33
BHMBRCBRG02,1194,820,2016-12-09 11:56:32
BHMBRCBRG02,1194,934,2016-12-09 12:29:31
BHMBRCBRG02,1194,1026,2016-12-09 13:02:32
BHMBRCBRG02,1194,1074,2016-12-09 13:29:31
BHMBRCBRG02,1194,1062,2016-12-09 14:02:34
BHMBRCBRG02,1194,1009,2016-12-09 14:29:33
BHMBRCBRG02,1194,965,2016-12-09 14:56:31
BHMBRCBRG02,1194,909,2016-12-09 15:29:34
BHMBRCBRG02,1194,796,2016-12-09 16:02:32
BHMBRCBRG02,1194,704,2016-12-09 16:29:30
BHMBRCBRG02,1194,65,2016-12-10 07:59:34
BHMBRCBRG02,1194,76,2016-12-10 08:29:33
BHMBRCBRG02,1194,170,2016-12-10 09:02:35
BHMBRCBRG02,1194,310,2016-12-10 09:29:38
BHMBRCBRG02,1194,448,2016-12-10 09:55:38
BHMBRCBRG02,1194,643,2016-12-10 10:29:38
BHMBRCBRG02,1194,805,2016-12-10 11:02:39
BHMBRCBRG02,1194,973,2016-12-10 11:29:39
BHMBRCBRG02,1194,1126,2016-12-10 12:02:38
BHMBRCBRG02,1194,1194,2016-12-10 12:29:40
BHMBRCBRG02,1194,1193,2016-12-10 12:55:40
BHMBRCBRG02,1194,1195,2016-12-10 13:29:39
BHMBRCBRG02,1194,1193,2016-12-10 13:56:35
BHMBRCBRG02,1194,1196,2016-12-10 14:25:37
BHMBRCBRG02,1194,1195,2016-12-10 15:02:39
BHMBRCBRG02,1194,1191,2016-12-10 15:25:39
BHMBRCBRG02,1194,1160,2016-12-10 15:59:39
BHMBRCBRG02,1194,1134,2016-12-10 16:25:40
BHMBRCBRG02,1194,54,2016-12-11 07:55:39
BHMBRCBRG02,1194,56,2016-12-11 08:25:43
BHMBRCBRG02,1194,69,2016-12-11 08:59:45
BHMBRCBRG02,1194,92,2016-12-11 09:26:44
BHMBRCBRG02,1194,163,2016-12-11 09:59:44
BHMBRCBRG02,1194,306,2016-12-11 10:25:42
BHMBRCBRG02,1194,597,2016-12-11 10:59:45
BHMBRCBRG02,1194,829,2016-12-11 11:26:10
BHMBRCBRG02,1194,1111,2016-12-11 11:59:45
BHMBRCBRG02,1194,1196,2016-12-11 12:32:41
BHMBRCBRG02,1194,1196,2016-12-11 13:05:46
BHMBRCBRG02,1194,1195,2016-12-11 13:26:45
BHMBRCBRG02,1194,1195,2016-12-11 13:59:44
BHMBRCBRG02,1194,1193,2016-12-11 14:32:44
BHMBRCBRG02,1194,1195,2016-12-11 14:59:43
BHMBRCBRG02,1194,1146,2016-12-11 15:25:45
BHMBRCBRG02,1194,1029,2016-12-11 15:59:46
BHMBRCBRG02,1194,890,2016-12-11 16:25:46
BHMBRCBRG02,1194,89,2016-12-12 08:02:45
BHMBRCBRG02,1194,122,2016-12-12 08:29:50
BHMBRCBRG02,1194,167,2016-12-12 09:02:45
BHMBRCBRG02,1194,212,2016-12-12 09:29:48
BHMBRCBRG02,1194,335,2016-12-12 10:02:49
BHMBRCBRG02,1194,471,2016-12-12 10:29:50
BHMBRCBRG02,1194,618,2016-12-12 11:02:50
BHMBRCBRG02,1194,748,2016-12-12 11:29:51
BHMBRCBRG02,1194,856,2016-12-12 11:55:49
BHMBRCBRG02,1194,946,2016-12-12 12:29:50
BHMBRCBRG02,1194,1000,2016-12-12 12:56:46
BHMBRCBRG02,1194,1073,2016-12-12 13:29:50
BHMBRCBRG02,1194,1055,2016-12-12 14:02:50
BHMBRCBRG02,1194,995,2016-12-12 14:29:49
BHMBRCBRG02,1194,929,2016-12-12 14:55:51
BHMBRCBRG02,1194,850,2016-12-12 15:29:47
BHMBRCBRG02,1194,769,2016-12-12 15:56:51
BHMBRCBRG02,1194,691,2016-12-12 16:29:51
BHMBRCBRG02,1194,92,2016-12-13 08:02:51
BHMBRCBRG02,1194,118,2016-12-13 08:29:53
BHMBRCBRG02,1194,162,2016-12-13 09:02:55
BHMBRCBRG02,1194,189,2016-12-13 09:29:54
BHMBRCBRG02,1194,242,2016-12-13 09:55:56
BHMBRCBRG02,1194,376,2016-12-13 10:29:54
BHMBRCBRG02,1194,480,2016-12-13 11:02:54
BHMBRCBRG02,1194,566,2016-12-13 11:29:55
BHMBRCBRG02,1194,682,2016-12-13 12:02:55
BHMBRCBRG02,1194,739,2016-12-13 12:29:55
BHMBRCBRG02,1194,802,2016-12-13 13:02:55
BHMBRCBRG02,1194,855,2016-12-13 13:55:56
BHMBRCBRG02,1194,826,2016-12-13 14:29:57
BHMBRCBRG02,1194,786,2016-12-13 14:56:52
BHMBRCBRG02,1194,727,2016-12-13 15:28:52
BHMBRCBRG02,1194,678,2016-12-13 16:02:56
BHMBRCBRG02,1194,638,2016-12-13 16:29:56
BHMBRCBRG02,1194,77,2016-12-14 08:03:01
BHMBRCBRG02,1194,118,2016-12-14 08:43:00
BHMBRCBRG02,1194,139,2016-12-14 09:03:01
BHMBRCBRG02,1194,182,2016-12-14 09:29:57
BHMBRCBRG02,1194,280,2016-12-14 10:02:59
BHMBRCBRG02,1194,404,2016-12-14 10:30:01
BHMBRCBRG02,1194,656,2016-12-14 11:30:01
BHMBRCBRG02,1194,711,2016-12-14 12:02:58
BHMBRCBRG02,1194,755,2016-12-14 12:30:00
BHMBRCBRG02,1194,802,2016-12-14 13:03:02
BHMBRCBRG02,1194,848,2016-12-14 13:29:57
BHMBRCBRG02,1194,860,2016-12-14 14:03:00
BHMBRCBRG02,1194,850,2016-12-14 14:30:01
BHMBRCBRG02,1194,812,2016-12-14 14:56:03
BHMBRCBRG02,1194,758,2016-12-14 15:30:00
BHMBRCBRG02,1194,688,2016-12-14 15:56:02
BHMBRCBRG02,1194,627,2016-12-14 16:30:00
BHMBRCBRG02,1194,110,2016-12-15 07:57:02
BHMBRCBRG02,1194,145,2016-12-15 08:30:06
BHMBRCBRG02,1194,181,2016-12-15 09:03:06
BHMBRCBRG02,1194,234,2016-12-15 09:30:04
BHMBRCBRG02,1194,318,2016-12-15 09:57:02
BHMBRCBRG02,1194,465,2016-12-15 10:30:07
BHMBRCBRG02,1194,605,2016-12-15 11:03:05
BHMBRCBRG02,1194,693,2016-12-15 11:26:03
BHMBRCBRG02,1194,788,2016-12-15 12:00:02
BHMBRCBRG02,1194,815,2016-12-15 12:26:03
BHMBRCBRG02,1194,852,2016-12-15 13:00:07
BHMBRCBRG02,1194,859,2016-12-15 13:26:08
BHMBRCBRG02,1194,867,2016-12-15 14:00:06
BHMBRCBRG02,1194,866,2016-12-15 14:26:06
BHMBRCBRG02,1194,818,2016-12-15 15:00:07
BHMBRCBRG02,1194,763,2016-12-15 15:26:03
BHMBRCBRG02,1194,694,2016-12-15 16:03:03
BHMBRCBRG02,1194,641,2016-12-15 16:30:07
BHMBRCBRG02,1194,109,2016-12-16 07:59:09
BHMBRCBRG02,1194,140,2016-12-16 08:30:12
BHMBRCBRG02,1194,192,2016-12-16 09:03:07
BHMBRCBRG02,1194,254,2016-12-16 09:30:12
BHMBRCBRG02,1194,382,2016-12-16 10:03:09
BHMBRCBRG02,1194,495,2016-12-16 10:29:08
BHMBRCBRG02,1194,611,2016-12-16 11:03:08
BHMBRCBRG02,1194,693,2016-12-16 11:30:10
BHMBRCBRG02,1194,783,2016-12-16 11:56:10
BHMBRCBRG02,1194,858,2016-12-16 12:30:11
BHMBRCBRG02,1194,918,2016-12-16 12:56:12
BHMBRCBRG02,1194,984,2016-12-16 13:30:12
BHMBRCBRG02,1194,986,2016-12-16 13:56:11
BHMBRCBRG02,1194,995,2016-12-16 14:30:10
BHMBRCBRG02,1194,951,2016-12-16 14:56:11
BHMBRCBRG02,1194,911,2016-12-16 15:30:10
BHMBRCBRG02,1194,842,2016-12-16 16:03:11
BHMBRCBRG02,1194,775,2016-12-16 16:30:12
BHMBRCBRG02,1194,69,2016-12-17 07:59:15
BHMBRCBRG02,1194,83,2016-12-17 08:26:15
BHMBRCBRG02,1194,178,2016-12-17 09:00:13
BHMBRCBRG02,1194,300,2016-12-17 09:26:17
BHMBRCBRG02,1194,445,2016-12-17 09:59:17
BHMBRCBRG02,1194,593,2016-12-17 10:33:17
BHMBRCBRG02,1194,705,2016-12-17 11:00:17
BHMBRCBRG02,1194,795,2016-12-17 11:33:16
BHMBRCBRG02,1194,913,2016-12-17 12:00:17
BHMBRCBRG02,1194,1034,2016-12-17 12:26:17
BHMBRCBRG02,1194,1158,2016-12-17 13:00:18
BHMBRCBRG02,1194,1194,2016-12-17 13:27:17
BHMBRCBRG02,1194,1196,2016-12-17 14:00:17
BHMBRCBRG02,1194,1194,2016-12-17 14:30:19
BHMBRCBRG02,1194,1195,2016-12-17 15:03:18
BHMBRCBRG02,1194,1186,2016-12-17 15:30:19
BHMBRCBRG02,1194,1181,2016-12-17 15:57:15
BHMBRCBRG02,1194,1141,2016-12-17 16:30:16
BHMBRCBRG02,1194,64,2016-12-18 08:03:24
BHMBRCBRG02,1194,68,2016-12-18 08:30:20
BHMBRCBRG02,1194,69,2016-12-18 08:43:20
BHMBRCBRG02,1194,84,2016-12-18 09:30:21
BHMBRCBRG02,1194,136,2016-12-18 09:56:24
BHMBRCBRG02,1194,291,2016-12-18 10:30:23
BHMBRCBRG02,1194,554,2016-12-18 11:03:25
BHMBRCBRG02,1194,762,2016-12-18 11:30:22
BHMBRCBRG02,1194,995,2016-12-18 12:03:23
BHMBRCBRG02,1194,1166,2016-12-18 12:30:25
BHMBRCBRG02,1194,1197,2016-12-18 12:56:26
BHMBRCBRG02,1194,1193,2016-12-18 13:30:26
BHMBRCBRG02,1194,1198,2016-12-18 14:03:26
BHMBRCBRG02,1194,1194,2016-12-18 14:30:27
BHMBRCBRG02,1194,1191,2016-12-18 14:56:25
BHMBRCBRG02,1194,1155,2016-12-18 15:30:24
BHMBRCBRG02,1194,1020,2016-12-18 16:03:27
BHMBRCBRG02,1194,858,2016-12-18 16:30:25
BHMBRCBRG02,1194,59,2016-12-19 08:03:29
BHMBRCBRG02,1194,77,2016-12-19 08:30:28
BHMBRCBRG02,1194,115,2016-12-19 09:03:33
BHMBRCBRG02,1194,181,2016-12-19 09:30:30
BHMBRCBRG02,1194,246,2016-12-19 09:56:32
BHMBRCBRG02,1194,402,2016-12-19 10:30:33
BHMBRCBRG02,1194,571,2016-12-19 11:03:31
BHMBRCBRG02,1194,708,2016-12-19 11:30:30
BHMBRCBRG02,1194,888,2016-12-19 12:03:32
BHMBRCBRG02,1194,1020,2016-12-19 12:30:32
BHMBRCBRG02,1194,1140,2016-12-19 13:03:30
BHMBRCBRG02,1194,1186,2016-12-19 13:30:35
BHMBRCBRG02,1194,1194,2016-12-19 14:03:31
BHMBRCBRG02,1194,1189,2016-12-19 14:30:33
BHMBRCBRG02,1194,1117,2016-12-19 15:03:34
BHMBRCBRG02,1194,1043,2016-12-19 15:29:33
BHMBRCBRG02,1194,920,2016-12-19 16:03:35
BHMBRCBRG02,1194,851,2016-12-19 16:30:35
BHMBRCBRG03,849,66,2016-10-04 07:59:42
BHMBRCBRG03,849,66,2016-10-04 07:59:42
BHMBRCBRG03,849,77,2016-10-04 08:25:42
BHMBRCBRG03,849,98,2016-10-04 08:59:42
BHMBRCBRG03,849,114,2016-10-04 09:32:46
BHMBRCBRG03,849,151,2016-10-04 09:59:48
BHMBRCBRG03,849,175,2016-10-04 10:26:49
BHMBRCBRG03,849,211,2016-10-04 10:59:48
BHMBRCBRG03,849,228,2016-10-04 11:19:43
BHMBRCBRG03,849,271,2016-10-04 12:29:45
BHMBRCBRG03,849,289,2016-10-04 13:02:48
BHMBRCBRG03,849,288,2016-10-04 13:29:45
BHMBRCBRG03,849,286,2016-10-04 14:02:47
BHMBRCBRG03,849,275,2016-10-04 14:29:49
BHMBRCBRG03,849,261,2016-10-04 14:57:13
BHMBRCBRG03,849,230,2016-10-04 15:30:14
BHMBRCBRG03,849,208,2016-10-04 16:04:12
BHMBRCBRG03,849,190,2016-10-04 16:31:14
BHMBRCBRG03,849,68,2016-10-12 08:04:00
BHMBRCBRG03,849,78,2016-10-12 08:31:01
BHMBRCBRG03,849,91,2016-10-12 09:03:59
BHMBRCBRG03,849,118,2016-10-12 09:26:58
BHMBRCBRG03,849,144,2016-10-12 10:01:04
BHMBRCBRG03,849,179,2016-10-12 10:31:04
BHMBRCBRG03,849,199,2016-10-12 11:04:01
BHMBRCBRG03,849,200,2016-10-12 11:31:05
BHMBRCBRG03,849,229,2016-10-12 12:04:04
BHMBRCBRG03,849,229,2016-10-12 12:31:05
BHMBRCBRG03,849,245,2016-10-12 13:04:04
BHMBRCBRG03,849,237,2016-10-12 13:34:03
BHMBRCBRG03,849,241,2016-10-12 14:03:59
BHMBRCBRG03,849,232,2016-10-12 14:34:04
BHMBRCBRG03,849,213,2016-10-12 15:01:03
BHMBRCBRG03,849,190,2016-10-12 15:30:59
BHMBRCBRG03,849,181,2016-10-12 15:57:05
BHMBRCBRG03,849,158,2016-10-12 16:31:05
BHMBRCBRG03,849,66,2016-10-13 07:57:02
BHMBRCBRG03,849,74,2016-10-13 08:31:06
BHMBRCBRG03,849,95,2016-10-13 09:04:02
BHMBRCBRG03,849,125,2016-10-13 09:31:01
BHMBRCBRG03,849,154,2016-10-13 09:57:08
BHMBRCBRG03,849,182,2016-10-13 10:31:03
BHMBRCBRG03,849,204,2016-10-13 11:04:08
BHMBRCBRG03,849,223,2016-10-13 11:31:06
BHMBRCBRG03,849,232,2016-10-13 11:57:06
BHMBRCBRG03,849,240,2016-10-13 12:31:08
BHMBRCBRG03,849,261,2016-10-13 13:04:04
BHMBRCBRG03,849,263,2016-10-13 13:31:08
BHMBRCBRG03,849,259,2016-10-13 13:57:07
BHMBRCBRG03,849,251,2016-10-13 14:31:06
BHMBRCBRG03,849,246,2016-10-13 15:04:08
BHMBRCBRG03,849,237,2016-10-13 15:31:08
BHMBRCBRG03,849,237,2016-10-13 16:04:08
BHMBRCBRG03,849,208,2016-10-13 16:31:08
BHMBRCBRG03,849,71,2016-10-14 08:01:05
BHMBRCBRG03,849,86,2016-10-14 08:27:10
BHMBRCBRG03,849,101,2016-10-14 09:01:08
BHMBRCBRG03,849,136,2016-10-14 09:27:10
BHMBRCBRG03,849,174,2016-10-14 10:01:11
BHMBRCBRG03,849,190,2016-10-14 10:27:09
BHMBRCBRG03,849,211,2016-10-14 11:01:07
BHMBRCBRG03,849,237,2016-10-14 11:27:06
BHMBRCBRG03,849,250,2016-10-14 12:01:11
BHMBRCBRG03,849,262,2016-10-14 12:27:06
BHMBRCBRG03,849,268,2016-10-14 13:01:11
BHMBRCBRG03,849,272,2016-10-14 13:27:07
BHMBRCBRG03,849,260,2016-10-14 14:01:11
BHMBRCBRG03,849,234,2016-10-14 14:34:08
BHMBRCBRG03,849,216,2016-10-14 15:01:12
BHMBRCBRG03,849,204,2016-10-14 15:27:08
BHMBRCBRG03,849,188,2016-10-14 16:01:11
BHMBRCBRG03,849,174,2016-10-14 16:34:08
BHMBRCBRG03,849,53,2016-10-15 08:01:11
BHMBRCBRG03,849,69,2016-10-15 08:34:10
BHMBRCBRG03,849,94,2016-10-15 09:01:09
BHMBRCBRG03,849,127,2016-10-15 09:27:11
BHMBRCBRG03,849,165,2016-10-15 10:01:12
BHMBRCBRG03,849,193,2016-10-15 10:27:15
BHMBRCBRG03,849,227,2016-10-15 11:01:14
BHMBRCBRG03,849,250,2016-10-15 11:27:14
BHMBRCBRG03,849,309,2016-10-15 12:01:12
BHMBRCBRG03,849,331,2016-10-15 12:27:10
BHMBRCBRG03,849,389,2016-10-15 13:01:14
BHMBRCBRG03,849,414,2016-10-15 13:34:13
BHMBRCBRG03,849,442,2016-10-15 14:01:13
BHMBRCBRG03,849,474,2016-10-15 14:27:12
BHMBRCBRG03,849,465,2016-10-15 15:01:13
BHMBRCBRG03,849,461,2016-10-15 15:27:12
BHMBRCBRG03,849,430,2016-10-15 16:01:15
BHMBRCBRG03,849,392,2016-10-15 16:27:16
BHMBRCBRG03,849,30,2016-10-16 08:04:13
BHMBRCBRG03,849,35,2016-10-16 08:27:13
BHMBRCBRG03,849,58,2016-10-16 09:01:15
BHMBRCBRG03,849,82,2016-10-16 09:27:13
BHMBRCBRG03,849,109,2016-10-16 10:04:13
BHMBRCBRG03,849,127,2016-10-16 10:34:13
BHMBRCBRG03,849,167,2016-10-16 11:01:13
BHMBRCBRG03,849,201,2016-10-16 11:27:17
BHMBRCBRG03,849,230,2016-10-16 12:01:16
BHMBRCBRG03,849,241,2016-10-16 12:27:14
BHMBRCBRG03,849,251,2016-10-16 13:01:16
BHMBRCBRG03,849,265,2016-10-16 13:27:17
BHMBRCBRG03,849,272,2016-10-16 14:01:18
BHMBRCBRG03,849,274,2016-10-16 14:34:14
BHMBRCBRG03,849,257,2016-10-16 15:01:18
BHMBRCBRG03,849,244,2016-10-16 15:31:18
BHMBRCBRG03,849,224,2016-10-16 15:57:16
BHMBRCBRG03,849,180,2016-10-16 16:31:17
BHMBRCBRG03,849,63,2016-10-17 08:01:16
BHMBRCBRG03,849,75,2016-10-17 08:27:16
BHMBRCBRG03,849,89,2016-10-17 09:01:17
BHMBRCBRG03,849,109,2016-10-17 09:27:20
BHMBRCBRG03,849,142,2016-10-17 10:04:20
BHMBRCBRG03,849,165,2016-10-17 10:31:16
BHMBRCBRG03,849,187,2016-10-17 11:04:20
BHMBRCBRG03,849,204,2016-10-17 11:31:18
BHMBRCBRG03,849,222,2016-10-17 12:04:19
BHMBRCBRG03,849,217,2016-10-17 12:31:21
BHMBRCBRG03,849,229,2016-10-17 12:57:17
BHMBRCBRG03,849,242,2016-10-17 13:31:21
BHMBRCBRG03,849,251,2016-10-17 14:04:21
BHMBRCBRG03,849,233,2016-10-17 14:31:21
BHMBRCBRG03,849,213,2016-10-17 14:57:18
BHMBRCBRG03,849,204,2016-10-17 15:31:21
BHMBRCBRG03,849,193,2016-10-17 15:57:17
BHMBRCBRG03,849,171,2016-10-17 16:28:21
BHMBRCBRG03,849,61,2016-10-18 08:01:23
BHMBRCBRG03,849,68,2016-10-18 08:28:25
BHMBRCBRG03,849,88,2016-10-18 09:01:23
BHMBRCBRG03,849,117,2016-10-18 09:28:22
BHMBRCBRG03,849,158,2016-10-18 10:01:25
BHMBRCBRG03,849,180,2016-10-18 10:28:58
BHMBRCBRG03,849,211,2016-10-18 11:01:57
BHMBRCBRG03,849,235,2016-10-18 11:27:56
BHMBRCBRG03,849,276,2016-10-18 12:01:59
BHMBRCBRG03,849,281,2016-10-18 12:27:57
BHMBRCBRG03,849,295,2016-10-18 13:01:56
BHMBRCBRG03,849,304,2016-10-18 13:28:57
BHMBRCBRG03,849,304,2016-10-18 13:54:59
BHMBRCBRG03,849,279,2016-10-18 14:27:56
BHMBRCBRG03,849,251,2016-10-18 15:01:58
BHMBRCBRG03,849,224,2016-10-18 15:27:59
BHMBRCBRG03,849,196,2016-10-18 15:55:00
BHMBRCBRG03,849,169,2016-10-18 16:27:54
BHMBRCBRG03,849,71,2016-10-19 08:05:03
BHMBRCBRG03,849,79,2016-10-19 08:25:01
BHMBRCBRG03,849,94,2016-10-19 08:58:05
BHMBRCBRG03,849,121,2016-10-19 09:32:04
BHMBRCBRG03,849,151,2016-10-19 09:58:04
BHMBRCBRG03,849,182,2016-10-19 10:25:04
BHMBRCBRG03,849,200,2016-10-19 10:59:00
BHMBRCBRG03,849,223,2016-10-19 11:25:04
BHMBRCBRG03,849,238,2016-10-19 11:59:05
BHMBRCBRG03,849,251,2016-10-19 12:25:00
BHMBRCBRG03,849,259,2016-10-19 12:58:01
BHMBRCBRG03,849,249,2016-10-19 13:25:03
BHMBRCBRG03,849,243,2016-10-19 13:58:02
BHMBRCBRG03,849,235,2016-10-19 14:32:03
BHMBRCBRG03,849,224,2016-10-19 14:58:03
BHMBRCBRG03,849,209,2016-10-19 15:32:05
BHMBRCBRG03,849,198,2016-10-19 15:59:01
BHMBRCBRG03,849,174,2016-10-19 16:25:03
BHMBRCBRG03,849,52,2016-10-22 07:59:45
BHMBRCBRG03,849,65,2016-10-22 08:26:46
BHMBRCBRG03,849,93,2016-10-22 08:59:44
BHMBRCBRG03,849,141,2016-10-22 09:26:47
BHMBRCBRG03,849,169,2016-10-22 09:59:44
BHMBRCBRG03,849,202,2016-10-22 10:26:47
BHMBRCBRG03,849,247,2016-10-22 10:59:47
BHMBRCBRG03,849,292,2016-10-22 11:32:43
BHMBRCBRG03,849,331,2016-10-22 11:59:46
BHMBRCBRG03,849,353,2016-10-22 12:32:47
BHMBRCBRG03,849,373,2016-10-22 12:59:47
BHMBRCBRG03,849,413,2016-10-22 13:32:43
BHMBRCBRG03,849,433,2016-10-22 13:59:48
BHMBRCBRG03,849,439,2016-10-22 14:39:47
BHMBRCBRG03,849,440,2016-10-22 14:59:48
BHMBRCBRG03,849,432,2016-10-22 15:26:49
BHMBRCBRG03,849,417,2016-10-22 15:59:47
BHMBRCBRG03,849,383,2016-10-22 16:26:47
BHMBRCBRG03,849,22,2016-10-23 07:59:48
BHMBRCBRG03,849,27,2016-10-23 08:26:51
BHMBRCBRG03,849,49,2016-10-23 08:59:50
BHMBRCBRG03,849,53,2016-10-23 09:26:51
BHMBRCBRG03,849,64,2016-10-23 09:59:52
BHMBRCBRG03,849,83,2016-10-23 10:26:53
BHMBRCBRG03,849,131,2016-10-23 10:59:53
BHMBRCBRG03,849,150,2016-10-23 11:26:49
BHMBRCBRG03,849,179,2016-10-23 11:59:50
BHMBRCBRG03,849,207,2016-10-23 12:26:51
BHMBRCBRG03,849,282,2016-10-23 13:06:52
BHMBRCBRG03,849,304,2016-10-23 13:26:55
BHMBRCBRG03,849,339,2016-10-23 13:59:53
BHMBRCBRG03,849,354,2016-10-23 14:26:51
BHMBRCBRG03,849,341,2016-10-23 14:59:53
BHMBRCBRG03,849,311,2016-10-23 15:26:56
BHMBRCBRG03,849,273,2016-10-23 15:59:54
BHMBRCBRG03,849,225,2016-10-23 16:26:57
BHMBRCBRG03,849,56,2016-10-24 07:56:56
BHMBRCBRG03,849,77,2016-10-24 08:29:56
BHMBRCBRG03,849,91,2016-10-24 09:03:01
BHMBRCBRG03,849,106,2016-10-24 09:30:01
BHMBRCBRG03,849,126,2016-10-24 09:55:57
BHMBRCBRG03,849,146,2016-10-24 10:30:02
BHMBRCBRG03,849,189,2016-10-24 11:03:03
BHMBRCBRG03,849,215,2016-10-24 11:29:57
BHMBRCBRG03,849,241,2016-10-24 12:02:57
BHMBRCBRG03,849,251,2016-10-24 12:30:03
BHMBRCBRG03,849,258,2016-10-24 12:56:58
BHMBRCBRG03,849,267,2016-10-24 13:30:03
BHMBRCBRG03,849,280,2016-10-24 13:56:01
BHMBRCBRG03,849,271,2016-10-24 14:30:02
BHMBRCBRG03,849,264,2016-10-24 14:56:02
BHMBRCBRG03,849,255,2016-10-24 15:32:59
BHMBRCBRG03,849,238,2016-10-24 16:00:04
BHMBRCBRG03,849,217,2016-10-24 16:33:03
BHMBRCBRG03,849,65,2016-10-25 08:00:03
BHMBRCBRG03,849,81,2016-10-25 08:26:08
BHMBRCBRG03,849,100,2016-10-25 09:00:03
BHMBRCBRG03,849,112,2016-10-25 09:19:19
BHMBRCBRG03,849,141,2016-10-25 09:52:18
BHMBRCBRG03,849,175,2016-10-25 10:29:19
BHMBRCBRG03,849,208,2016-10-25 10:56:23
BHMBRCBRG03,849,238,2016-10-25 11:29:22
BHMBRCBRG03,849,276,2016-10-25 12:02:23
BHMBRCBRG03,849,294,2016-10-25 12:29:21
BHMBRCBRG03,849,308,2016-10-25 13:03:20
BHMBRCBRG03,849,331,2016-10-25 13:29:24
BHMBRCBRG03,849,340,2016-10-25 13:56:21
BHMBRCBRG03,849,333,2016-10-25 14:29:23
BHMBRCBRG03,849,328,2016-10-25 15:02:24
BHMBRCBRG03,849,312,2016-10-25 15:29:22
BHMBRCBRG03,849,283,2016-10-25 15:56:25
BHMBRCBRG03,849,234,2016-10-25 16:29:22
BHMBRCBRG03,849,55,2016-10-26 07:59:26
BHMBRCBRG03,849,68,2016-10-26 08:32:27
BHMBRCBRG03,849,84,2016-10-26 08:59:29
BHMBRCBRG03,849,113,2016-10-26 09:26:27
BHMBRCBRG03,849,135,2016-10-26 09:59:25
BHMBRCBRG03,849,160,2016-10-26 10:26:30
BHMBRCBRG03,849,183,2016-10-26 10:59:30
BHMBRCBRG03,849,201,2016-10-26 11:26:28
BHMBRCBRG03,849,223,2016-10-26 11:59:29
BHMBRCBRG03,849,236,2016-10-26 12:26:27
BHMBRCBRG03,849,257,2016-10-26 12:59:31
BHMBRCBRG03,849,276,2016-10-26 13:26:32
BHMBRCBRG03,849,269,2016-10-26 13:59:26
BHMBRCBRG03,849,259,2016-10-26 14:26:26
BHMBRCBRG03,849,253,2016-10-26 14:59:30
BHMBRCBRG03,849,235,2016-10-26 15:26:30
BHMBRCBRG03,849,218,2016-10-26 15:59:32
BHMBRCBRG03,849,192,2016-10-26 16:32:30
BHMBRCBRG03,849,64,2016-10-27 07:59:33
BHMBRCBRG03,849,73,2016-10-27 08:32:33
BHMBRCBRG03,849,87,2016-10-27 08:59:33
BHMBRCBRG03,849,115,2016-10-27 09:32:35
BHMBRCBRG03,849,131,2016-10-27 09:59:37
BHMBRCBRG03,849,157,2016-10-27 10:25:37
BHMBRCBRG03,849,191,2016-10-27 10:59:38
BHMBRCBRG03,849,228,2016-10-27 11:32:32
BHMBRCBRG03,849,247,2016-10-27 11:59:38
BHMBRCBRG03,849,278,2016-10-27 12:26:35
BHMBRCBRG03,849,317,2016-10-27 12:59:36
BHMBRCBRG03,849,340,2016-10-27 13:32:35
BHMBRCBRG03,849,351,2016-10-27 13:59:37
BHMBRCBRG03,849,346,2016-10-27 14:26:38
BHMBRCBRG03,849,338,2016-10-27 14:59:37
BHMBRCBRG03,849,312,2016-10-27 15:26:33
BHMBRCBRG03,849,278,2016-10-27 15:59:38
BHMBRCBRG03,849,245,2016-10-27 16:26:39
BHMBRCBRG03,849,66,2016-10-28 08:16:41
BHMBRCBRG03,849,66,2016-10-28 08:16:41
BHMBRCBRG03,849,91,2016-10-28 08:56:40
BHMBRCBRG03,849,123,2016-10-28 09:29:43
BHMBRCBRG03,849,167,2016-10-28 10:02:44
BHMBRCBRG03,849,199,2016-10-28 10:29:41
BHMBRCBRG03,849,221,2016-10-28 10:56:43
BHMBRCBRG03,849,245,2016-10-28 11:29:44
BHMBRCBRG03,849,294,2016-10-28 12:02:44
BHMBRCBRG03,849,319,2016-10-28 12:29:45
BHMBRCBRG03,849,361,2016-10-28 13:02:43
BHMBRCBRG03,849,384,2016-10-28 13:29:45
BHMBRCBRG03,849,415,2016-10-28 14:02:39
BHMBRCBRG03,849,412,2016-10-28 14:29:45
BHMBRCBRG03,849,391,2016-10-28 15:02:43
BHMBRCBRG03,849,362,2016-10-28 15:29:41
BHMBRCBRG03,849,336,2016-10-28 16:02:40
BHMBRCBRG03,849,301,2016-10-28 16:29:42
BHMBRCBRG03,849,50,2016-10-29 07:59:48
BHMBRCBRG03,849,66,2016-10-29 08:26:46
BHMBRCBRG03,849,98,2016-10-29 08:59:48
BHMBRCBRG03,849,148,2016-10-29 09:26:50
BHMBRCBRG03,849,184,2016-10-29 09:59:51
BHMBRCBRG03,849,198,2016-10-29 10:26:49
BHMBRCBRG03,849,234,2016-10-29 10:59:46
BHMBRCBRG03,849,271,2016-10-29 11:25:51
BHMBRCBRG03,849,345,2016-10-29 12:06:51
BHMBRCBRG03,849,366,2016-10-29 12:26:46
BHMBRCBRG03,849,401,2016-10-29 12:59:51
BHMBRCBRG03,849,408,2016-10-29 13:26:47
